Words,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Charged
sweetheart,0,1,0,0,1,0,1,1,0,1,1
sweetie,0,0,0,0,0,0,1,0,0,0,1
sweetness,0,0,0,0,0,0,1,0,0,0,1
sweets,0,1,0,0,1,0,1,0,0,0,1
swell,0,0,0,0,0,0,0,0,0,0,0
swelling,0,0,0,1,0,1,0,0,0,0,1
sweltering,0,0,0,0,0,0,0,0,0,0,0
swerve,0,0,0,1,0,0,0,0,1,0,1
swift,0,0,0,0,0,0,1,0,0,0,1
swiftly,0,0,0,0,0,0,0,0,0,0,0
swig,0,0,1,0,0,1,0,0,0,0,1
swim,0,1,0,1,1,0,1,0,0,0,1
swimming,0,0,0,0,0,0,0,0,0,0,0
swine,0,0,1,0,0,1,0,0,0,0,1
swing,0,0,0,0,0,0,0,0,0,0,0
swinging,0,0,0,0,0,0,0,0,0,0,0
swish,0,0,0,0,0,0,0,0,0,0,0
switch,0,0,0,0,0,0,0,0,0,0,0
swivel,0,0,0,0,0,0,0,0,0,0,0
swollen,0,0,0,0,0,1,0,0,0,0,1
swoon,0,0,0,0,0,0,0,0,0,0,0
swoop,0,0,0,0,0,0,0,0,0,0,0
sword,0,0,0,0,0,0,0,0,0,0,0
syllable,0,0,0,0,0,0,0,0,0,0,0
syllabus,0,0,0,0,0,0,0,0,0,0,0
symbol,0,0,0,0,0,0,0,0,0,0,0
symbolic,0,0,0,0,0,0,1,0,0,0,1
symbolically,0,0,0,0,0,0,0,0,0,0,0
symbolism,0,0,0,0,0,0,0,0,0,0,0
symbolize,0,0,0,0,0,0,0,0,0,0,0
symmetric,0,0,0,0,0,0,0,0,0,0,0
symmetrical,0,0,0,0,0,0,1,0,0,0,1
symmetry,0,0,0,0,1,0,1,0,0,1,1
sympathetic,0,0,0,1,1,0,1,1,0,1,1
sympathize,0,0,0,0,0,0,0,1,0,0,1
sympathy,0,0,0,0,0,0,1,1,0,0,1
symphony,0,1,0,0,1,0,1,0,0,0,1
symptom,0,0,0,0,0,1,0,0,0,0,1
symptomatic,0,0,0,0,0,0,0,0,0,0,0
synagogue,0,0,0,0,0,0,0,0,0,0,0
synchronize,0,1,0,0,1,0,1,0,1,1,1
synchronous,0,0,0,0,0,0,0,0,0,0,0
syncope,0,0,0,1,0,1,0,1,1,0,1
syndicate,0,0,0,0,0,0,0,0,0,0,0
synergistic,0,0,0,0,0,0,1,0,0,1,1
synergy,0,0,0,0,0,0,0,0,0,0,0
synod,0,0,0,0,0,0,1,0,0,1,1
synonym,0,0,0,0,0,0,0,0,0,0,0
synonymous,0,0,0,1,0,1,1,0,0,1,1
synopsis,0,0,0,0,0,0,0,0,0,0,0
synoptic,0,0,0,0,0,0,0,0,0,0,0
syntax,0,0,0,0,0,0,0,0,0,0,0
synthesis,0,0,0,0,0,0,0,0,0,0,0
synthetic,0,0,0,0,0,0,0,0,0,0,0
syringe,0,0,0,1,0,0,0,0,0,0,1
syrup,0,0,0,0,0,0,0,0,0,0,0
system,0,0,0,0,0,0,0,0,0,1,1
systematic,0,0,0,0,0,0,0,0,0,0,0
systematically,0,0,0,0,0,0,0,0,0,0,0
tabby,0,0,0,0,0,0,0,0,0,0,0
tabernacle,0,0,0,0,0,0,0,0,0,0,0
table,0,0,0,0,0,0,0,0,0,0,0
tableau,0,0,0,0,0,0,0,0,0,0,0
tablespoon,0,0,0,0,0,0,0,0,0,0,0
tablet,0,0,0,0,0,0,0,0,0,0,0
tableware,0,0,0,0,0,0,0,0,0,0,0
taboo,0,0,1,1,0,1,0,0,0,0,1
tabular,0,0,0,0,0,0,0,0,0,0,0
tabulate,0,1,0,0,0,0,0,0,0,0,1
tabulation,0,0,0,0,0,0,0,0,0,0,0
tachometer,0,0,0,0,0,0,0,0,0,0,0
tacit,0,0,0,0,0,0,0,0,0,0,0
tack,0,0,0,0,0,0,0,0,0,0,0
tackle,1,0,0,0,0,0,0,0,1,0,1
tackling,0,0,0,0,0,0,0,0,0,0,0
tacky,0,0,0,0,0,0,0,0,0,0,0
tact,0,0,0,0,0,0,1,0,0,0,1
tactics,0,0,0,1,0,0,0,0,0,1,1
tactile,0,0,0,0,0,0,0,0,0,0,0
taffeta,0,0,0,0,0,0,0,0,0,0,0
taffy,0,0,0,0,0,0,0,0,0,0,0
tag,0,0,0,0,0,0,0,0,0,0,0
tail,0,0,0,0,0,0,0,0,0,0,0
tailed,0,0,0,0,0,0,0,0,0,0,0
tailings,0,0,0,0,0,0,0,0,0,0,0
tailor,0,0,0,0,0,0,0,0,0,0,0
tailoring,0,0,0,0,0,0,0,0,0,0,0
taint,0,0,0,0,0,1,0,1,0,0,1
taker,0,0,0,0,0,0,0,0,0,0,0
tale,0,0,0,0,0,0,1,0,0,0,1
talent,0,0,0,0,0,0,1,0,0,0,1
talented,0,0,0,0,0,0,0,0,0,0,0
talisman,0,0,0,0,0,0,1,0,0,0,1
talk,0,0,0,0,0,0,1,0,0,0,1
talkative,0,0,0,0,0,0,0,0,0,0,0
talker,0,0,0,0,0,0,0,0,0,0,0
tall,0,0,0,0,0,0,0,0,0,0,0
tallies,0,0,0,0,0,0,0,0,0,0,0
tallow,0,0,0,0,0,0,0,0,0,0,0
tally,0,0,0,0,0,0,0,0,0,0,0
talons,1,0,0,1,0,1,0,0,0,0,1
tambourine,0,0,0,0,0,0,0,0,0,0,0
taming,0,0,0,0,0,0,0,0,0,0,0
tan,0,0,0,0,0,0,0,0,0,0,0
tandem,0,0,0,0,0,0,0,0,0,1,1
tang,0,0,0,0,0,0,0,0,0,0,0
tangent,0,0,0,0,0,0,0,0,0,0,0
tangle,0,0,0,0,0,0,0,0,0,0,0
tangled,0,0,0,0,0,1,0,0,0,0,1
tank,0,0,0,0,0,0,0,0,0,0,0
tanned,0,0,0,0,0,0,1,0,0,0,1
tantalizing,0,1,0,0,1,1,1,0,1,0,1
tantamount,0,0,0,0,0,0,0,0,0,1,1
tap,0,0,0,0,0,0,0,0,0,0,0
tape,0,0,0,0,0,0,0,0,0,0,0
taper,0,0,0,0,0,0,0,0,0,0,0
tapering,0,0,0,0,0,0,0,0,0,0,0
tapestry,0,0,0,0,0,0,0,0,0,0,0
tar,0,0,0,0,0,0,0,0,0,0,0
tardiness,0,0,0,0,0,1,0,0,0,0,1
tardy,0,0,0,0,0,1,0,0,0,0,1
target,0,0,0,0,0,0,0,0,0,0,0
tariff,1,0,1,0,0,1,0,0,0,0,1
tarnish,0,0,1,0,0,1,0,1,0,0,1
tarry,0,0,0,0,0,1,0,0,0,0,1
tart,0,0,0,0,0,0,0,0,0,0,0
tartan,0,0,0,0,0,0,0,0,0,0,0
tartar,0,0,0,0,0,0,0,0,0,0,0
task,0,0,0,0,0,0,1,0,0,0,1
tassel,0,0,0,0,0,0,0,0,0,0,0
taste,0,0,0,0,0,0,0,0,0,0,0
tasteful,0,0,0,0,0,0,1,0,0,0,1
tasteless,0,0,1,0,0,1,0,0,0,0,1
tasting,0,0,0,0,0,0,0,0,0,0,0
tasty,0,0,0,0,0,0,1,0,0,0,1
tat,0,0,0,0,0,0,0,0,0,0,0
tattoo,0,0,0,0,0,0,0,0,0,0,0
taught,0,0,0,0,0,0,0,0,0,1,1
taunt,1,0,0,1,0,1,0,1,0,0,1
taut,0,0,0,0,0,0,0,0,0,0,0
tavern,0,0,0,0,0,0,0,0,0,0,0
tawny,0,0,1,0,0,0,0,0,0,0,1
tax,0,0,0,0,0,1,0,1,0,0,1
taxicab,0,0,0,0,0,0,0,0,0,0,0
taxonomy,0,0,0,0,0,0,0,0,0,0,0
tea,0,0,0,0,0,0,0,0,0,0,0
teach,0,0,0,0,1,0,1,0,1,1,1
teacher,0,0,0,0,0,0,1,0,0,1,1
teaching,0,0,0,0,0,0,0,0,0,0,0
team,0,0,0,0,0,0,0,0,0,1,1
tearful,0,0,1,1,0,0,0,1,0,0,1
tease,1,1,0,0,0,1,0,1,0,0,1
teaser,0,0,0,0,0,0,0,0,0,0,0
teasing,1,0,0,1,0,1,0,0,0,0,1
teat,0,0,0,0,0,0,0,0,0,0,0
technical,0,0,0,0,0,0,0,0,0,0,0
technicality,0,0,0,0,0,0,0,0,0,0,0
technician,0,0,0,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,0,1,0,0,0,1
ted,0,0,0,0,0,0,0,0,0,0,0
tedious,0,0,0,0,0,1,0,0,0,0,1
tedium,0,0,0,0,0,1,0,0,0,0,1
teeming,0,0,1,0,0,0,0,0,0,0,1
teens,0,0,0,0,0,1,1,0,0,0,1
teeth,0,0,0,0,0,0,0,0,0,0,0
teflon,0,0,0,0,0,0,0,0,0,0,0
telegram,0,0,0,0,0,0,0,0,0,0,0
telegraph,0,0,0,0,0,0,0,0,0,0,0
telephone,0,0,0,0,0,0,0,0,0,0,0
telescope,0,0,0,0,0,0,0,0,0,0,0
telescopic,0,0,0,0,0,0,0,0,0,0,0
television,0,0,0,0,0,0,0,0,0,0,0
teller,0,0,0,0,0,0,0,0,0,0,0
telling,0,0,0,0,0,0,0,0,0,0,0
telltale,0,0,0,0,0,0,0,0,0,0,0
temper,0,0,0,0,0,0,0,0,0,0,0
tempera,0,0,0,0,0,0,0,0,0,0,0
temperament,0,0,0,0,0,0,0,0,0,0,0
temperance,0,0,0,0,0,0,1,0,0,0,1
temperate,0,0,0,0,0,0,0,0,0,1,1
temperature,0,0,0,0,0,0,0,0,0,0,0
tempered,0,0,0,0,0,0,1,0,0,0,1
tempest,1,1,0,1,0,1,0,1,1,0,1
temple,0,0,0,0,0,0,0,0,0,0,0
temporal,0,0,0,0,0,0,0,0,0,0,0
temporarily,0,0,0,0,0,0,0,0,0,0,0
temporary,0,0,0,0,0,0,0,0,0,0,0
tempt,0,0,0,0,0,0,0,0,0,0,0
temptation,0,0,0,0,0,1,0,0,0,0,1
tempting,0,0,0,0,0,0,0,0,0,0,0
ten,0,0,0,0,0,0,0,0,0,0,0
tenable,0,0,0,0,0,0,1,0,0,0,1
tenacious,0,0,0,0,0,0,1,0,0,0,1
tenacity,0,0,0,0,0,0,1,0,0,0,1
tenancy,0,0,0,0,0,0,1,0,0,0,1
tenant,0,0,0,0,0,0,1,0,0,0,1
tendency,0,0,0,0,0,0,0,0,0,0,0
tender,0,0,0,0,1,0,1,0,0,1,1
tenderness,0,0,0,0,1,0,1,0,0,0,1
tending,0,0,0,0,0,0,0,0,0,0,0
tendon,0,0,0,0,0,0,0,0,0,0,0
tenement,0,0,0,0,0,1,0,0,0,0,1
tenet,0,0,0,0,0,0,0,0,0,0,0
tenets,0,0,0,0,0,0,0,0,0,0,0
tenfold,0,0,0,0,0,0,0,0,0,0,0
tennis,0,0,0,0,0,0,0,0,0,0,0
tense,0,0,0,0,0,0,0,0,0,0,0
tensile,0,0,0,0,0,0,0,0,0,0,0
tension,1,0,0,0,0,0,0,0,0,0,1
tent,0,0,0,0,0,0,0,0,0,0,0
tentacle,0,0,0,0,0,0,0,0,0,0,0
tentative,0,0,0,0,0,0,0,0,0,0,0
tenth,0,0,0,0,0,0,0,0,0,0,0
tenths,0,0,0,0,0,0,0,0,0,0,0
tenuous,0,0,0,0,0,0,0,0,0,0,0
tenure,0,0,0,0,0,0,0,0,0,0,0
tepid,0,0,0,0,0,0,0,0,0,0,0
term,0,0,0,0,0,0,0,0,0,0,0
terminal,0,0,0,1,0,1,0,1,0,0,1
terminate,0,0,0,0,0,0,0,1,0,0,1
termination,0,0,0,0,0,1,0,1,0,0,1
terminus,0,0,0,0,0,0,0,0,0,0,0
termite,0,0,1,0,0,1,0,0,0,0,1
terms,0,0,0,0,0,0,0,0,0,0,0
tern,0,0,0,0,0,0,0,0,0,0,0
ternary,0,0,0,0,0,0,0,0,0,0,0
terrace,0,0,0,0,0,0,0,0,0,0,0
terrestrial,0,0,0,0,0,0,0,0,0,0,0
terrible,1,0,1,1,0,1,0,1,0,0,1
terribly,0,0,0,0,0,0,0,1,0,0,1
terrier,0,0,0,0,0,0,0,0,0,0,0
terrific,0,0,0,0,0,0,0,1,0,0,1
territorial,0,0,0,0,0,0,0,0,0,0,0
territory,0,0,0,0,0,0,0,0,0,0,0
terror,0,0,0,1,0,1,0,0,0,0,1
terrorism,1,0,1,1,0,1,0,1,0,0,1
terrorist,1,0,1,1,0,1,0,1,1,0,1
terrorize,1,0,0,1,0,1,0,1,0,0,1
terse,0,0,0,0,0,0,0,0,0,0,0
tertiary,0,0,0,0,0,0,0,0,0,0,0
test,0,0,0,0,0,0,0,0,0,0,0
testament,0,1,0,0,0,0,0,0,0,1,1
testify,0,0,0,0,0,0,0,0,0,0,0
testimonial,0,0,0,0,0,0,0,0,0,0,0
testimony,0,0,0,0,0,0,0,0,0,1,1
tetanus,0,0,1,0,0,1,0,0,0,0,1
tether,0,0,0,0,0,1,0,0,0,0,1
tethered,0,0,0,0,0,0,0,0,0,0,0
tetrahedral,0,0,0,0,0,0,0,0,0,0,0
text,0,0,0,0,0,0,0,0,0,0,0
textbook,0,0,0,0,0,0,0,0,0,0,0
textile,0,0,0,0,0,0,0,0,0,0,0
textural,0,0,0,0,0,0,0,0,0,0,0
texture,0,0,0,0,0,0,0,0,0,0,0
thankful,0,0,0,0,1,0,1,0,0,0,1
thanksgiving,0,0,0,0,1,0,1,0,0,0,1
thatch,0,0,0,0,0,0,0,0,0,0,0
thaw,0,0,0,0,0,0,0,0,0,0,0
theater,0,0,0,0,0,0,0,0,0,0,0
theatrical,0,0,0,0,0,0,0,0,0,0,0
theft,1,0,1,1,0,1,0,1,0,0,1
theism,0,0,1,0,0,1,0,0,0,0,1
theistic,0,0,0,0,0,0,0,0,0,0,0
theme,0,0,0,0,0,0,0,0,0,0,0
theocracy,0,0,0,0,0,0,0,0,0,0,0
theocratic,1,0,0,1,0,1,0,1,0,1,1
theologian,0,0,0,0,0,0,0,0,0,0,0
theological,0,0,0,0,0,0,0,0,0,1,1
theology,0,1,0,0,0,0,0,0,0,0,1
theorem,0,0,0,0,0,0,0,0,0,1,1
theoretical,0,0,0,0,0,0,1,0,0,0,1
theory,0,1,0,0,0,0,0,0,0,1,1
therapeutic,0,0,0,0,1,0,1,0,0,1,1
therapeutics,0,0,0,0,0,0,1,0,0,0,1
thereabouts,0,0,0,0,0,0,0,0,0,0,0
thereof,0,0,0,0,0,0,0,0,0,0,0
therewith,0,0,0,0,0,0,0,0,0,0,0
thermal,0,0,0,0,0,0,0,0,0,0,0
thermocouple,0,1,0,0,0,0,0,0,0,0,1
thermodynamics,0,0,0,0,0,0,0,0,0,0,0
thermometer,0,0,0,0,0,0,0,0,0,1,1
thermostat,0,0,0,0,0,0,0,0,0,0,0
thesaurus,0,0,0,0,0,0,0,0,0,0,0
thesis,0,0,0,0,0,0,0,0,0,0,0
thick,0,0,0,0,0,0,0,0,0,0,0
thicken,0,0,0,0,0,0,0,0,0,0,0
thickening,0,0,0,0,0,0,0,0,0,0,0
thicket,0,0,0,0,0,0,0,0,0,0,0
thickness,0,0,0,0,0,0,0,0,0,0,0
thief,1,0,1,1,0,1,0,1,1,0,1
thimble,0,0,0,0,0,0,0,0,0,0,0
thin,0,0,0,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,0,0,0,0,0
things,0,0,0,0,0,0,0,0,0,0,0
thinker,0,0,0,0,0,0,1,0,0,0,1
thinking,0,0,0,0,0,0,0,0,0,0,0
thirds,0,0,0,0,0,0,0,0,0,0,0
thirst,0,1,0,0,0,0,0,1,1,0,1
thirsty,0,0,0,0,0,1,0,0,0,0,1
thirteen,0,0,0,0,0,0,0,0,0,0,0
thirteenth,0,0,0,1,0,0,0,0,0,0,1
thistle,0,0,0,0,0,0,0,0,0,0,0
thither,0,0,0,0,0,0,0,0,0,0,0
thong,0,0,0,0,0,0,0,0,0,0,0
thorn,0,0,0,0,0,1,0,0,0,0,1
thorny,0,0,0,1,0,1,0,0,0,0,1
thoroughbred,0,0,0,0,0,0,1,0,0,0,1
thoroughfare,0,0,0,0,0,0,0,0,0,0,0
thought,0,1,0,0,0,0,0,0,0,0,1
thoughtful,0,0,0,0,0,0,1,0,0,1,1
thoughtfulness,0,0,0,0,0,0,1,0,0,0,1
thoughtless,1,0,1,0,0,1,0,0,0,0,1
thoughts,0,0,0,0,0,0,0,0,0,0,0
thousand,0,0,0,0,0,0,0,0,0,0,0
thrash,1,0,1,1,0,1,0,1,0,0,1
thread,0,0,0,0,0,0,0,0,0,0,0
threat,1,0,0,1,0,1,0,0,0,0,1
threaten,1,1,0,1,0,1,0,0,0,0,1
threatening,1,0,1,1,0,1,0,0,0,0,1
threefold,0,0,0,0,0,0,0,0,0,0,0
thresh,1,0,0,1,0,1,0,1,0,0,1
threshold,0,0,0,0,0,0,0,0,0,0,0
thrice,0,0,0,0,0,0,0,0,0,0,0
thrift,0,0,1,0,0,0,1,0,0,1,1
thrifty,0,0,0,0,0,0,0,0,0,0,0
thrill,0,1,0,1,1,0,1,0,1,0,1
thrilling,0,1,0,0,1,0,1,0,1,0,1
thriving,0,1,0,0,1,0,1,0,0,0,1
throat,0,0,0,0,0,0,0,0,0,0,0
throb,0,0,0,1,0,1,0,1,0,0,1
throbbing,0,0,0,0,0,0,0,0,0,0,0
throne,0,0,0,0,0,0,1,0,0,1,1
throng,0,0,0,0,0,0,0,0,0,0,0
throttle,1,0,0,0,0,1,0,0,0,0,1
throw,0,0,0,0,0,0,0,0,0,0,0
thrush,0,0,0,0,0,0,0,0,0,0,0
thrust,0,0,0,0,0,0,0,0,0,0,0
thud,0,0,0,0,0,0,0,0,0,0,0
thug,1,0,1,1,0,1,0,0,0,0,1
thumb,0,0,0,0,0,0,0,0,0,0,0
thump,1,0,0,0,0,1,0,0,0,0,1
thumping,0,0,0,1,0,0,0,0,0,0,1
thunder,0,0,0,0,0,0,0,0,0,0,0
thunderbolt,0,0,0,0,0,0,0,0,0,0,0
thundering,1,0,0,1,0,1,0,0,0,0,1
thunderstorm,0,0,0,0,0,0,0,0,0,0,0
thwart,0,0,0,0,0,1,0,0,1,0,1
thyme,0,0,0,0,0,0,0,0,0,0,0
tiara,0,0,0,0,0,0,0,0,0,0,0
tick,0,0,0,0,0,0,0,0,0,0,0
ticker,0,0,0,0,0,0,0,0,0,0,0
ticket,0,0,0,0,0,0,0,0,0,0,0
tickle,0,1,0,0,1,0,1,0,1,1,1
ticklish,0,0,0,0,0,0,0,0,0,0,0
tidal,0,0,0,0,0,0,0,0,0,0,0
tidbit,0,0,0,0,0,0,0,0,0,0,0
tide,0,0,0,0,0,0,0,0,0,0,0
tidings,0,0,0,0,0,0,0,0,0,0,0
tie,0,0,0,0,0,0,0,0,0,0,0
tier,0,0,0,0,0,0,0,0,0,0,0
tiff,1,0,0,0,0,1,0,0,0,0,1
tiger,0,0,0,0,0,0,0,0,0,0,0
tighten,1,0,0,0,0,0,0,0,0,0,1
tightness,0,0,0,0,0,0,0,0,0,0,0
tights,0,0,0,0,0,0,0,0,0,0,0
tilde,0,0,0,0,0,0,0,0,0,0,0
tile,0,0,0,0,0,0,0,0,0,0,0
tiling,0,0,0,0,0,0,1,0,0,0,1
till,0,0,0,0,0,0,0,0,0,0,0
tillage,0,0,0,0,0,0,0,0,0,0,0
tiller,0,0,0,0,0,0,0,0,0,0,0
tilt,0,0,0,0,0,0,0,0,0,0,0
tilting,0,0,0,0,0,0,0,0,0,0,0
timber,0,0,0,0,0,0,0,0,0,0,0
timberland,0,0,0,0,0,0,0,0,0,0,0
timbre,0,0,0,0,0,0,0,0,0,0,0
time,0,1,0,0,0,0,0,0,0,0,1
timeliness,0,0,0,0,0,0,0,0,0,0,0
timely,0,0,0,0,0,0,1,0,0,0,1
timepiece,0,0,0,0,0,0,0,0,0,0,0
timid,0,0,0,1,0,1,0,1,0,0,1
timidity,0,1,0,1,0,1,0,0,0,0,1
tin,0,0,0,0,0,0,0,0,0,0,0
tincture,0,0,0,0,0,0,0,0,0,0,0
tine,0,0,0,0,0,0,0,0,0,0,0
tinge,0,0,0,0,0,0,0,0,0,0,0
tingle,0,0,0,0,0,0,0,0,0,0,0
tingling,0,0,0,0,0,0,0,0,0,0,0
tinker,0,0,0,0,0,0,0,0,0,0,0
tinkering,0,0,0,0,0,0,0,0,0,0,0
tinnitus,0,0,0,0,0,0,0,0,0,0,0
tinsel,0,0,0,0,1,0,1,0,0,0,1
tint,0,0,0,0,0,0,0,0,0,0,0
tiny,0,0,0,0,0,0,0,0,0,0,0
tip,0,0,0,0,0,0,0,0,0,0,0
tipsy,0,0,0,0,0,1,0,0,0,0,1
tirade,1,0,1,0,0,1,0,0,0,0,1
tire,0,0,0,0,0,0,0,0,0,0,0
tired,0,0,0,0,0,1,0,0,0,0,1
tiredness,0,0,0,0,0,1,0,0,0,0,1
tiresome,0,0,0,0,0,1,0,0,0,0,1
tissue,0,0,0,0,0,0,0,0,0,0,0
tit,0,0,0,0,0,1,0,0,0,0,1
titanic,0,0,0,0,0,0,0,0,0,0,0
tithe,0,0,0,0,0,0,0,0,0,0,0
title,0,0,0,0,0,0,1,0,0,1,1
titled,0,0,0,0,0,0,0,0,0,0,0
titty,0,0,0,0,0,0,0,0,0,0,0
titular,0,0,0,0,0,0,0,0,0,0,0
toad,0,0,1,0,0,1,0,0,0,0,1
toast,0,0,0,0,1,0,1,0,0,0,1
tobacco,0,0,0,0,0,1,0,0,0,0,1
toby,0,0,0,0,0,0,0,0,0,0,0
tod,0,0,0,0,0,0,0,0,0,0,0
today,0,0,0,0,0,0,0,0,0,0,0
toe,0,0,0,0,0,0,0,0,0,0,0
toga,0,0,0,0,0,0,0,0,0,0,0
toil,0,0,0,0,0,0,0,0,0,0,0
toilet,0,0,1,0,0,1,0,0,0,0,1
toils,0,0,0,0,0,1,0,0,0,0,1
token,0,0,0,0,0,0,0,0,0,0,0
tolerance,0,0,0,0,0,0,0,0,0,0,0
tolerant,0,0,0,0,0,0,1,0,0,0,1
tolerate,1,0,0,0,0,1,0,1,0,0,1
toleration,0,0,0,0,0,0,1,0,0,0,1
toll,0,0,0,0,0,0,0,0,0,0,0
tomahawk,0,0,0,0,0,0,0,0,0,0,0
tomb,0,0,0,0,0,0,0,1,0,0,1
tomcat,0,0,0,0,0,0,0,0,0,0,0
tome,0,0,0,0,0,0,0,0,0,0,0
tomorrow,0,1,0,0,0,0,0,0,0,0,1
ton,0,0,0,0,0,0,0,0,0,0,0
tone,0,0,0,0,0,0,0,0,0,0,0
tong,0,0,0,0,0,0,0,0,0,0,0
tongs,0,0,0,0,0,0,0,0,0,0,0
tongue,0,0,0,0,0,0,0,0,0,0,0
tonic,0,0,0,0,0,0,0,0,0,0,0
tonnage,0,0,0,0,0,0,0,0,0,0,0
tonsils,0,0,0,0,0,0,0,0,0,0,0
tooling,0,0,0,0,0,0,0,0,0,0,0
tooth,0,0,0,0,0,0,0,0,0,0,0
toothache,0,0,0,1,0,1,0,0,0,0,1
toothed,0,0,0,0,0,0,0,0,0,0,0
toothless,0,0,0,0,0,0,0,0,0,0,0
top,0,1,0,0,0,0,1,0,0,1,1
topaz,0,0,0,0,0,0,0,0,0,0,0
topic,0,0,0,0,0,0,0,0,0,0,0
topical,0,0,0,0,0,0,0,0,0,0,0
topographic,0,0,0,0,0,0,0,0,0,0,0
topographical,0,0,0,0,0,0,0,0,0,0,0
topography,0,0,0,0,0,0,0,0,0,0,0
topple,0,0,0,0,0,0,0,0,1,0,1
tor,0,0,0,0,0,0,0,0,0,0,0
torch,0,0,0,0,0,0,0,0,0,0,0
torment,1,0,0,1,0,1,0,1,0,0,1
torn,0,0,0,0,0,1,0,0,0,0,1
tornado,0,0,0,1,0,0,0,0,0,0,1
torpedo,1,0,0,0,0,1,0,0,0,0,1
torrent,0,0,0,1,0,0,0,0,0,0,1
torrid,0,0,0,0,0,1,0,0,0,0,1
torsion,0,0,0,0,0,0,0,0,0,0,0
torso,0,0,0,0,0,0,0,0,0,0,0
tort,0,0,0,0,0,1,0,0,0,0,1
tortious,1,0,1,0,0,1,0,0,0,0,1
tortoise,0,0,0,0,0,0,0,0,0,0,0
tortuous,0,0,0,0,0,0,0,0,0,0,0
torture,1,1,1,1,0,1,0,1,0,0,1
toss,0,0,0,0,0,0,0,0,0,0,0
total,0,0,0,0,0,0,0,0,0,0,0
totality,0,0,0,0,0,0,0,0,0,0,0
totally,0,0,0,0,0,0,0,0,0,0,0
tote,0,0,0,0,0,0,0,0,0,0,0
totem,0,0,0,0,0,0,0,0,0,0,0
touch,0,0,0,0,0,0,0,0,0,0,0
touched,0,0,0,0,0,1,0,0,0,0,1
touching,0,0,0,0,0,0,0,0,0,0,0
touchy,1,0,0,0,0,1,0,1,0,0,1
tough,0,0,0,0,0,1,0,1,0,0,1
toughness,1,0,0,1,0,0,1,0,0,1,1
tour,0,0,0,0,0,0,0,0,0,0,0
tourist,0,0,0,0,0,0,0,0,0,0,0
tourmaline,0,0,0,0,0,0,0,0,0,0,0
tournament,0,0,0,0,0,0,0,0,0,0,0
tourniquet,0,0,0,0,0,0,0,0,0,0,0
tout,0,0,0,0,0,0,0,0,0,0,0
tow,0,0,0,0,0,0,0,0,0,0,0
towel,0,0,0,0,0,0,0,0,0,0,0
tower,0,0,0,0,0,0,1,0,0,0,1
towering,0,1,0,1,0,0,1,0,0,0,1
town,0,0,0,0,0,0,0,0,0,0,0
townhouse,0,0,0,0,0,0,0,0,0,0,0
toxic,0,0,1,0,0,1,0,0,0,0,1
toxicology,0,0,0,0,0,0,0,0,0,0,0
toxin,0,0,0,1,0,1,0,0,0,0,1
toy,0,0,0,0,0,0,0,0,0,0,0
trace,0,0,0,0,0,0,0,0,0,0,0
traces,0,0,0,0,0,0,0,0,0,0,0
trachea,0,0,0,0,0,0,0,0,0,0,0
tracing,0,0,0,0,0,0,0,0,0,0,0
track,0,1,0,0,0,0,0,0,0,0,1
tract,0,0,0,1,0,0,0,0,0,0,1
tractable,0,0,0,0,0,0,0,0,0,0,0
traction,0,0,0,0,0,0,0,0,0,0,0
tractor,0,0,0,0,0,0,0,0,0,0,0
trade,0,0,0,0,0,0,0,0,0,1,1
trader,0,0,0,0,0,0,0,0,0,0,0
tradesman,0,0,0,0,0,0,0,0,0,0,0
trading,0,0,0,0,0,0,0,0,0,0,0
tradition,0,0,0,0,0,0,0,0,0,0,0
traditional,0,0,0,0,0,0,1,0,0,0,1
traffic,0,0,0,0,0,0,0,0,0,0,0
tragedy,0,0,0,1,0,1,0,1,0,0,1
tragic,0,0,0,0,0,1,0,0,0,0,1
trail,0,0,0,0,0,0,0,0,0,0,0
train,0,0,0,0,0,0,0,0,0,0,0
trained,0,0,0,0,0,0,0,0,0,0,0
trainer,0,0,0,0,0,0,0,0,0,1,1
training,0,0,0,0,0,0,0,0,0,0,0
trait,0,0,0,0,0,0,0,0,0,0,0
traitor,1,0,1,1,0,1,0,1,0,0,1
trajectory,0,0,0,0,0,0,0,0,0,0,0
tram,0,0,0,0,0,0,0,0,0,0,0
tramp,0,0,1,1,0,1,0,1,0,0,1
tramway,0,0,0,0,0,0,0,0,0,0,0
trance,0,0,0,0,0,1,0,0,0,0,1
tranquil,0,0,0,0,1,0,1,0,0,0,1
tranquility,0,0,0,0,1,0,1,0,0,1,1
transact,0,0,0,0,0,0,0,0,0,0,0
transaction,0,0,0,0,0,0,0,0,0,1,1
transatlantic,0,0,0,0,0,0,0,0,0,0,0
transcendence,0,1,0,0,1,0,1,0,1,1,1
transcendent,0,0,0,0,0,0,0,0,0,0,0
transcendental,0,0,0,0,0,0,1,0,0,0,1
transcribe,0,0,0,0,0,0,0,0,0,0,0
transcriber,0,0,0,0,0,0,0,0,0,0,0
transcript,0,0,0,0,0,0,0,0,0,1,1
transcription,0,0,0,0,0,0,0,0,0,0,0
transfer,0,0,0,0,0,0,0,0,0,0,0
